,Date,Start (ET),Visitor,Visitor Points,Home,Home Points,Arena,Box Score Link,Arena_Corrected,Teams,Game_Latitude,Game_Longitude,Prev_Game_Lat,Prev_Game_Long,Prev_Date,Travel_Distance,Back_to_Back,Team,Winner,Opponent_WinPct
2480,2023-11-18,8:00p,Dallas Mavericks,125,Milwaukee Bucks,132,Fiserv Forum,/boxscores/202311180MIL.html,Fiserv Forum,Bucks,43.04526446,-87.91742912,35.22545375,-80.83938972,11/17/23,1061.523220061776,True,Milwaukee Bucks,Milwaukee Bucks,0.72
283,2023-11-19,9:30p,Houston Rockets,104,Los Angeles Lakers,105,Crypto.com Arena,/boxscores/202311190LAL.html,Crypto.com Arena,Lakers,34.04327087,-118.2673077,34.04327087,-118.2673077,11/17/23,0.0,False,Houston Rockets,Los Angeles Lakers,0.5384615384615384
13,2023-11-19,9:30p,Houston Rockets,104,Los Angeles Lakers,105,Crypto.com Arena,/boxscores/202311190LAL.html,Crypto.com Arena,Lakers,34.04327087,-118.2673077,45.53187324,-122.6668208,11/17/23,1331.0754816867934,False,Los Angeles Lakers,Los Angeles Lakers,0.5714285714285714
2216,2023-11-19,8:00p,Phoenix Suns,140,Utah Jazz,137,Delta Center,/boxscores/202311190UTA.html,Delta Center,Jazz,40.76849155,-111.9011089,40.76849155,-111.9011089,11/17/23,0.0,False,Utah Jazz,Phoenix Suns,0.5
552,2023-11-19,4:00p,Detroit Pistons,113,Toronto Raptors,142,Scotiabank Arena,/boxscores/202311190TOR.html,Scotiabank Arena,Raptors,43.64395522,-79.37918473,41.4969733,-81.68818615,11/17/23,304.5138260846434,False,Detroit Pistons,Toronto Raptors,0.4166666666666667
1968,2023-11-19,4:00p,Detroit Pistons,113,Toronto Raptors,142,Scotiabank Arena,/boxscores/202311190TOR.html,Scotiabank Arena,Raptors,43.64395522,-79.37918473,43.64395522,-79.37918473,11/17/23,0.0,False,Toronto Raptors,Toronto Raptors,0.14814814814814814
2297,2023-11-19,5:00p,Orlando Magic,128,Indiana Pacers,116,Gainbridge Fieldhouse,/boxscores/202311190IND.html,Gainbridge Fieldhouse,Pacers,39.76434114,-86.15563165,39.9016048,-75.17200096,11/14/23,937.4062242700644,False,Indiana Pacers,Orlando Magic,0.5833333333333334
1168,2023-11-19,9:00p,Oklahoma City Thunder,134,Portland Trail Blazers,91,Moda Center,/boxscores/202311190POR.html,Moda Center,Trailblazers,45.53187324,-122.6668208,37.76824305,-122.3879952,11/18/23,863.5854768793337,True,Oklahoma City Thunder,Oklahoma City Thunder,0.25
1259,2023-11-19,3:00p,Philadelphia 76ers,121,Brooklyn Nets,99,Barclays Center,/boxscores/202311190BRK.html,Barclays Center,Nets,40.68282142,-73.97543706,33.75786112,-84.39606134,11/17/23,1200.2606866939846,False,Philadelphia 76ers,Philadelphia 76ers,0.5
1886,2023-11-19,3:00p,Philadelphia 76ers,121,Brooklyn Nets,99,Barclays Center,/boxscores/202311190BRK.html,Barclays Center,Nets,40.68282142,-73.97543706,25.7814792,-80.18699451,11/16/23,1753.5263599325783,False,Brooklyn Nets,Philadelphia 76ers,0.76
1085,2023-11-19,9:00p,Oklahoma City Thunder,134,Portland Trail Blazers,91,Moda Center,/boxscores/202311190POR.html,Moda Center,Trailblazers,45.53187324,-122.6668208,45.53187324,-122.6668208,11/17/23,0.0,False,Portland Trail Blazers,Oklahoma City Thunder,0.7037037037037037
982,2023-11-19,7:30p,Sacramento Kings,129,Dallas Mavericks,113,American Airlines Center,/boxscores/202311190DAL.html,American Airlines Center,Mavericks,32.79084174,-96.81031908,43.04526446,-87.91742912,11/18/23,1379.7224844599186,True,Dallas Mavericks,Sacramento Kings,0.6363636363636364
2134,2023-11-19,8:00p,Boston Celtics,102,Memphis Grizzlies,100,FedEx Forum,/boxscores/202311190MEM.html,FedExForum,Grizzlies,35.13827779,-90.05061859,29.42731446,-98.4374652,11/18/23,1011.6420997895166,True,Memphis Grizzlies,Boston Celtics,0.8333333333333334
896,2023-11-19,7:30p,Sacramento Kings,129,Dallas Mavericks,113,American Airlines Center,/boxscores/202311190DAL.html,American Airlines Center,Mavericks,32.79084174,-96.81031908,29.42731446,-98.4374652,11/17/23,404.8006861212596,False,Sacramento Kings,Sacramento Kings,0.6666666666666666
715,2023-11-19,6:00p,Denver Nuggets,109,Cleveland Cavaliers,121,Rocket Mortgage Fieldhouse,/boxscores/202311190CLE.html,Rocket Mortgage FieldHouse,Cavs,41.4969733,-81.68818615,41.4969733,-81.68818615,11/17/23,0.0,False,Cleveland Cavaliers,Cleveland Cavaliers,0.75
