Date,Start (ET),Visitor,Visitor Points,Home,Home Points,Arena,Box Score Link
"Wed, Apr 24, 2024",9:30p,New Orleans Pelicans,92,Oklahoma City Thunder,124,Paycom Center,/boxscores/202404240OKC.html
"Thu, Apr 25, 2024",7:00p,Cleveland Cavaliers,83,Orlando Magic,121,Kia Center,/boxscores/202404250ORL.html
"Thu, Apr 25, 2024",7:30p,New York Knicks,114,Philadelphia 76ers,125,Wells Fargo Center,/boxscores/202404250PHI.html
"Thu, Apr 25, 2024",10:00p,Denver Nuggets,112,Los Angeles Lakers,105,Crypto.com Arena,/boxscores/202404250LAL.html
"Fri, Apr 26, 2024",5:30p,Milwaukee Bucks,118,Indiana Pacers,121,Gainbridge Fieldhouse,/boxscores/202404260IND.html
"Fri, Apr 26, 2024",8:00p,Los Angeles Clippers,90,Dallas Mavericks,101,American Airlines Center,/boxscores/202404260DAL.html
"Fri, Apr 26, 2024",10:30p,Minnesota Timberwolves,126,Phoenix Suns,109,Footprint Center,/boxscores/202404260PHO.html
"Sat, Apr 27, 2024",1:00p,Cleveland Cavaliers,89,Orlando Magic,112,Kia Center,/boxscores/202404270ORL.html
"Sat, Apr 27, 2024",3:30p,Oklahoma City Thunder,106,New Orleans Pelicans,85,Smoothie King Center,/boxscores/202404270NOP.html
"Sat, Apr 27, 2024",6:00p,Boston Celtics,104,Miami Heat,84,Kaseya Center,/boxscores/202404270MIA.html
"Sat, Apr 27, 2024",8:30p,Denver Nuggets,108,Los Angeles Lakers,119,Crypto.com Arena,/boxscores/202404270LAL.html
"Sun, Apr 28, 2024",1:00p,New York Knicks,97,Philadelphia 76ers,92,Wells Fargo Center,/boxscores/202404280PHI.html
"Sun, Apr 28, 2024",3:30p,Los Angeles Clippers,116,Dallas Mavericks,111,American Airlines Center,/boxscores/202404280DAL.html
"Sun, Apr 28, 2024",7:00p,Milwaukee Bucks,113,Indiana Pacers,126,Gainbridge Fieldhouse,/boxscores/202404280IND.html
"Sun, Apr 28, 2024",9:30p,Minnesota Timberwolves,122,Phoenix Suns,116,Footprint Center,/boxscores/202404280PHO.html
"Mon, Apr 29, 2024",7:30p,Boston Celtics,102,Miami Heat,88,Kaseya Center,/boxscores/202404290MIA.html
"Mon, Apr 29, 2024",8:30p,Oklahoma City Thunder,97,New Orleans Pelicans,89,Smoothie King Center,/boxscores/202404290NOP.html
"Mon, Apr 29, 2024",10:00p,Los Angeles Lakers,106,Denver Nuggets,108,Ball Arena,/boxscores/202404290DEN.html
"Tue, Apr 30, 2024",7:00p,Philadelphia 76ers,112,New York Knicks,106,Madison Square Garden (IV),/boxscores/202404300NYK.html
"Tue, Apr 30, 2024",8:00p,Orlando Magic,103,Cleveland Cavaliers,104,Rocket Mortgage Fieldhouse,/boxscores/202404300CLE.html
"Tue, Apr 30, 2024",9:30p,Indiana Pacers,92,Milwaukee Bucks,115,Fiserv Forum,/boxscores/202404300MIL.html
"Wed, May 1, 2024",7:30p,Miami Heat,84,Boston Celtics,118,TD Garden,/boxscores/202405010BOS.html
"Wed, May 1, 2024",10:00p,Dallas Mavericks,123,Los Angeles Clippers,93,Crypto.com Arena,/boxscores/202405010LAC.html
"Thu, May 2, 2024",6:30p,Milwaukee Bucks,98,Indiana Pacers,120,Gainbridge Fieldhouse,/boxscores/202405020IND.html
"Thu, May 2, 2024",9:00p,New York Knicks,118,Philadelphia 76ers,115,Wells Fargo Center,/boxscores/202405020PHI.html
"Fri, May 3, 2024",7:00p,Cleveland Cavaliers,96,Orlando Magic,103,Kia Center,/boxscores/202405030ORL.html
"Fri, May 3, 2024",9:30p,Los Angeles Clippers,101,Dallas Mavericks,114,American Airlines Center,/boxscores/202405030DAL.html
"Sat, May 4, 2024",7:00p,Minnesota Timberwolves,106,Denver Nuggets,99,Ball Arena,/boxscores/202405040DEN.html
"Sun, May 5, 2024",1:00p,Orlando Magic,94,Cleveland Cavaliers,106,Rocket Mortgage Fieldhouse,/boxscores/202405050CLE.html
"Mon, May 6, 2024",7:30p,Indiana Pacers,117,New York Knicks,121,Madison Square Garden (IV),/boxscores/202405060NYK.html
"Mon, May 6, 2024",10:00p,Minnesota Timberwolves,106,Denver Nuggets,80,Ball Arena,/boxscores/202405060DEN.html
"Tue, May 7, 2024",7:00p,Cleveland Cavaliers,95,Boston Celtics,120,TD Garden,/boxscores/202405070BOS.html
"Tue, May 7, 2024",9:30p,Dallas Mavericks,95,Oklahoma City Thunder,117,Paycom Center,/boxscores/202405070OKC.html
"Wed, May 8, 2024",8:00p,Indiana Pacers,121,New York Knicks,130,Madison Square Garden (IV),/boxscores/202405080NYK.html
"Thu, May 9, 2024",7:00p,Cleveland Cavaliers,118,Boston Celtics,94,TD Garden,/boxscores/202405090BOS.html
"Thu, May 9, 2024",9:30p,Dallas Mavericks,119,Oklahoma City Thunder,110,Paycom Center,/boxscores/202405090OKC.html
"Fri, May 10, 2024",7:00p,New York Knicks,106,Indiana Pacers,111,Gainbridge Fieldhouse,/boxscores/202405100IND.html
"Fri, May 10, 2024",9:30p,Denver Nuggets,117,Minnesota Timberwolves,90,Target Center,/boxscores/202405100MIN.html
"Sat, May 11, 2024",3:30p,Oklahoma City Thunder,101,Dallas Mavericks,105,American Airlines Center,/boxscores/202405110DAL.html
"Sat, May 11, 2024",8:30p,Boston Celtics,106,Cleveland Cavaliers,93,Rocket Mortgage Fieldhouse,/boxscores/202405110CLE.html
"Sun, May 12, 2024",3:30p,New York Knicks,89,Indiana Pacers,121,Gainbridge Fieldhouse,/boxscores/202405120IND.html
"Sun, May 12, 2024",8:00p,Denver Nuggets,115,Minnesota Timberwolves,107,Target Center,/boxscores/202405120MIN.html
"Mon, May 13, 2024",7:00p,Boston Celtics,109,Cleveland Cavaliers,102,Rocket Mortgage Fieldhouse,/boxscores/202405130CLE.html
"Mon, May 13, 2024",9:30p,Oklahoma City Thunder,100,Dallas Mavericks,96,American Airlines Center,/boxscores/202405130DAL.html
"Tue, May 14, 2024",8:00p,Indiana Pacers,91,New York Knicks,121,Madison Square Garden (IV),/boxscores/202405140NYK.html
"Tue, May 14, 2024",10:30p,Minnesota Timberwolves,97,Denver Nuggets,112,Ball Arena,/boxscores/202405140DEN.html
"Wed, May 15, 2024",7:00p,Cleveland Cavaliers,98,Boston Celtics,113,TD Garden,/boxscores/202405150BOS.html
"Wed, May 15, 2024",9:30p,Dallas Mavericks,104,Oklahoma City Thunder,92,Paycom Center,/boxscores/202405150OKC.html
"Thu, May 16, 2024",8:30p,Denver Nuggets,70,Minnesota Timberwolves,115,Target Center,/boxscores/202405160MIN.html
"Fri, May 17, 2024",8:30p,New York Knicks,103,Indiana Pacers,116,Gainbridge Fieldhouse,/boxscores/202405170IND.html
"Sat, May 18, 2024",8:00p,Oklahoma City Thunder,116,Dallas Mavericks,117,American Airlines Center,/boxscores/202405180DAL.html
"Sun, May 19, 2024",3:30p,Indiana Pacers,130,New York Knicks,109,Madison Square Garden (IV),/boxscores/202405190NYK.html
"Sun, May 19, 2024",8:00p,Minnesota Timberwolves,98,Denver Nuggets,90,Ball Arena,/boxscores/202405190DEN.html
"Tue, May 21, 2024",8:00p,Indiana Pacers,128,Boston Celtics,133,TD Garden,/boxscores/202405210BOS.html
"Wed, May 22, 2024",8:30p,Dallas Mavericks,108,Minnesota Timberwolves,105,Target Center,/boxscores/202405220MIN.html
"Thu, May 23, 2024",8:00p,Indiana Pacers,110,Boston Celtics,126,TD Garden,/boxscores/202405230BOS.html
"Fri, May 24, 2024",8:30p,Dallas Mavericks,109,Minnesota Timberwolves,108,Target Center,/boxscores/202405240MIN.html
"Sat, May 25, 2024",8:30p,Boston Celtics,114,Indiana Pacers,111,Gainbridge Fieldhouse,/boxscores/202405250IND.html
"Sun, May 26, 2024",8:00p,Minnesota Timberwolves,107,Dallas Mavericks,116,American Airlines Center,/boxscores/202405260DAL.html
"Mon, May 27, 2024",8:00p,Boston Celtics,105,Indiana Pacers,102,Gainbridge Fieldhouse,/boxscores/202405270IND.html
"Tue, May 28, 2024",8:30p,Minnesota Timberwolves,105,Dallas Mavericks,100,American Airlines Center,/boxscores/202405280DAL.html
"Thu, May 30, 2024",8:30p,Dallas Mavericks,124,Minnesota Timberwolves,103,Target Center,/boxscores/202405300MIN.html
"Thu, Jun 6, 2024",8:30p,Dallas Mavericks,89,Boston Celtics,107,TD Garden,/boxscores/202406060BOS.html
"Sun, Jun 9, 2024",8:00p,Dallas Mavericks,98,Boston Celtics,105,TD Garden,/boxscores/202406090BOS.html
"Wed, Jun 12, 2024",8:30p,Boston Celtics,106,Dallas Mavericks,99,American Airlines Center,/boxscores/202406120DAL.html
"Fri, Jun 14, 2024",8:30p,Boston Celtics,84,Dallas Mavericks,122,American Airlines Center,/boxscores/202406140DAL.html
"Mon, Jun 17, 2024",8:30p,Dallas Mavericks,88,Boston Celtics,106,TD Garden,/boxscores/202406170BOS.html
